OrderID OrderDate CustomerName Product Quantity UnitPrice TotalAmount Region Salesperson Country State City Category SubCategory Brand CostPrice Discount Tax OrderStatus PaymentMode ShipmentDate DeliveryDate ShippingPartner DeliveryDays CustomerType CustomerRating CustomerSince
5014 13-01-2024 AmarTraders Mouse-Wireless 5 55000 2550 West  Rohan NULL Berlin BerlinCity Monitor NULL Acer 500 0 18 Completed Credit 12/01/24 12/01/24 FedEx 5 Corporate 4 2019
5015 15/02/24 Global_Corp Keyboard-USB 3 55000 2550 East Rina NULL Karnataka NULL Accessories 24InchMonitor HP 40000 0 12 Cancelled Card 2024-03-01 15/02/24 Delhivery 4 Wholesale 2 2019
5016 2024/02/17 Global_Corp Monitor24 0 850 24000 NULL NULL UK Berlin Houston Mouse USBKeyboard Lenovo 500 0 5 Completed UPI 13-01-2024 12/01/24 FedEx 9 Retail 1 2022
5017 2024/02/17 StarInfoTech Mouse-Wireless 0 850 2550 East NULL UAE Berlin Houston Accessories WirelessMouse Logitech 500 0 12 Completed Cash 2024/02/17 12/01/24 BlueDart 7 Retail 3 2019
5018 2024-03-01 Shree_Sales Laptop15 4 12000 NULL West Rina NULL Maharashtra Bengaluru Keyboard USBKeyboard HP 10000 0 18 Cancelled Cash 13-01-2024 15/02/24 BlueDart 7 Retail 5 2019
5019 01/03/24 Star_Infotech Keyboard-USB 3 55000 NULL East Rohann Germany Karnataka Nagpur Mouse WirelessMouse Dell 500 5 5 Cancelled UPI 2024-03-01 15/02/24 FedEx 2 Retail 2 2019
5020 2024-01-13 StarInfoTech Monitor-24 6 450 NULL East  Rohan Germany Berlin Nagpur Accessories 15InchLaptop Logitech NULL 10 18 Pending Credit 2024/02/17 15/02/24 BlueDart 9 Wholesale 2 2020
5021 12/01/24 Star_Infotech Monitor24 1 NULL 24000 North Rina USA Maharashtra BerlinCity Mouse 15InchLaptop HP 40000 10 12 Completed Credit 2024-01-13 12/01/24 Delhivery 5 Wholesale 5 2021
5022 15/02/24 Star_Infotech Monitor-24 1 12000 55000 West  Rohan India Karnataka Nagpur Keyboard USBKeyboard Acer 30000 5 12 Pending Cash 01/03/24 2024-03-01 NULL 3 Retail 4 2021
5023 2024-01-13 StarInfoTech Laptop_15 1 NULL 24000 West Rohan NULL Dubai Houston Accessories 24InchMonitor Dell 500 0 5 Completed Card 01/03/24 13-01-2024 BlueDart 6 Corporate 5 2019
5024 2024-01-13 AmarTraders Monitor_24 2 12000 110000 NULL NULL UAE NULL Houston Mouse 24InchMonitor Logitech NULL 15 12 Completed Cash 15/02/24 13-01-2024 DHL 9 Corporate 1 2019
5025 13-01-2024 NULL MouseWireless 1 850 2550 West  Rohan UK Berlin BerlinCity Accessories WirelessMouse Acer NULL 5 18 Pending Card 2024-03-01 2024-03-01 BlueDart 6 Corporate 3 2019
5026 13-01-2024 Shree_Sales Monitor24 4 55000 55000 North Rohan NULL Maharashtra BerlinCity Mouse NULL Logitech 500 5 12 Completed UPI 2024-01-13 2024-03-01 Delhivery 5 Retail 1 2022
5027 12/01/24 ShreeSales Monitor_24 5 NULL NULL South  Rohan USA Berlin Nagpur Keyboard 15InchLaptop Dell 30000 10 18 Pending Credit 12/01/24 12/01/24 FedEx 5 Corporate 1 2021
5028 2024/02/17 Global_Corp Mouse-Wireless 0 NULL 2550 NULL Rohan Germany Dubai DubaiCity Mouse NULL HP 30000 10 18 Pending Card 01/03/24 12/01/24 BlueDart 9 Retail 3 2019
5029 01/03/24 Amar_Traders Monitor-24 0 55000 55000 North  Rohan Germany Texas NULL Laptop 24InchMonitor Lenovo 30000 0 18 Cancelled Card 2024-01-13 2024-01-13 FedEx 8 Retail 4 2019
5030 2024-01-13 Shree_Sales Keyboard-USB 2 NULL 55000 East Rohan India Texas NULL Keyboard 24InchMonitor NULL 40000 10 18 Completed UPI 01/03/24 01/03/24 Delhivery 3 Wholesale 2 2021
5031 01/03/24 AmarTraders KeyboardUSB 4 450 2550 NULL Rohann NULL Karnataka BerlinCity Accessories USBKeyboard Logitech NULL 10 18 Cancelled UPI 15/02/24 12/01/24 NULL 4 Corporate 2 2022
5032 13-01-2024 AmarTraders Laptop-15 1 NULL 24000 East  Rohan USA Maharashtra Bengaluru Mouse WirelessMouse Dell 40000 5 5 Pending Cash 2024-01-13 13-01-2024 BlueDart 10 Wholesale 2 2021
5033 2024-01-13 AmarTraders Laptop15 2 12000 24000 South Rina UK Berlin DubaiCity Mouse WirelessMouse Logitech NULL 0 18 Cancelled UPI 15/02/24 2024/02/17 FedEx 9 Wholesale 3 2019
5034 01/03/24 Shree_Sales Monitor24 0 12000 110000 East NULL UK Dubai BerlinCity Keyboard 15InchLaptop Dell NULL 0 12 Cancelled Credit 2024/02/17 2024-01-13 NULL 7 Retail 1 2019
5035 15/02/24 GlobalCorp Monitor24 3 12000 110000 West Rohan UK Maharashtra NULL Laptop NULL Lenovo 40000 0 5 Cancelled Credit 2024/02/17 15/02/24 FedEx 8 Retail 2 2019
5036 13-01-2024 AmarTraders Keyboard-USB 6 450 2550 South Rina USA Maharashtra NULL Monitor NULL Dell 10000 10 18 Pending UPI 12/01/24 2024-03-01 Delhivery 7 Wholesale 5 2020
5037 2024/02/17 GlobalCorp Laptop - 15 6 850 2550 West Rohann UK Maharashtra DubaiCity Accessories NULL Lenovo 500 15 18 Completed Cash 12/01/24 2024/02/17 DHL 10 Retail 1 2020
5038 2024/02/17 Global_Corp Monitor-24 0 55000 2550 South  Rohan Germany Berlin BerlinCity Mouse USBKeyboard Acer NULL 0 12 Cancelled Cash 01/03/24 2024-01-13 BlueDart 4 Retail 5 2020
5039 2024-01-13 Shree_Sales KeyboardUSB 1 450 55000 East Rohan Germany Dubai BerlinCity Monitor 15InchLaptop Acer 30000 0 18 Pending Credit 12/01/24 15/02/24 NULL 4 Wholesale 1 2019
5040 15/02/24 Star_Infotech Laptop15 6 450 NULL North Rohan UAE Maharashtra Nagpur Keyboard WirelessMouse Acer 30000 5 12 Pending Credit 15/02/24 01/03/24 Delhivery 3 Retail 5 2022
5041 12/01/24 Amar_Traders KeyboardUSB 6 12000 2550 East  Rohan Germany Maharashtra NULL Monitor 24InchMonitor HP NULL 15 12 Cancelled Credit 12/01/24 12/01/24 Delhivery 6 Corporate 4 2019
5042 15/02/24 Amar_Traders Keyboard-USB 2 12000 24000 West NULL India Berlin Bengaluru Mouse 15InchLaptop Acer 40000 10 12 Cancelled Card 12/01/24 15/02/24 BlueDart 4 Wholesale 2 2020
5043 2024-03-01 AmarTraders Monitor_24 6 850 55000 North Rina UAE Texas Nagpur Keyboard 24InchMonitor Lenovo NULL 10 5 Pending Credit 2024-01-13 12/01/24 BlueDart 1 Corporate 3 2021
5044 2024-03-01 Global_Corp Mouse-Wireless 2 12000 55000 North Rohan NULL Berlin NULL Accessories 24InchMonitor Logitech 30000 10 5 Pending Credit 13-01-2024 12/01/24 DHL 10 Retail 3 2020
5045 2024-01-13 Star_Infotech Monitor_24 0 450 24000 West NULL Germany Dubai Nagpur Mouse NULL Lenovo NULL 10 5 Pending Credit 2024/02/17 01/03/24 BlueDart 1 Retail 2 2019
5046 15/02/24 ShreeSales Laptop - 15 4 12000 24000 West Rina NULL NULL BerlinCity Monitor 15InchLaptop Dell 500 5 5 Completed Cash 15/02/24 15/02/24 NULL 10 Retail 4 2020
5047 2024-03-01 Star_Infotech Laptop-15 2 55000 24000 East Rohann USA Texas Bengaluru Monitor 24InchMonitor Acer 10000 5 12 Completed Cash 13-01-2024 2024-03-01 BlueDart 10 Retail 2 2019
5048 15/02/24 NULL Mouse-Wireless 5 850 24000 West Rohann Germany Maharashtra Nagpur Laptop 15InchLaptop HP 30000 10 12 Completed Cash 12/01/24 2024/02/17 Delhivery 4 Wholesale 1 2021
5049 2024-01-13 Shree_Sales Laptop_15 5 55000 NULL East NULL UK Maharashtra NULL Mouse 24InchMonitor Logitech 500 5 18 Pending UPI 2024-01-13 2024-03-01 Delhivery 3 Retail 1 2020
5050 2024-03-01 Star_Infotech Monitor24 1 450 NULL NULL NULL NULL NULL DubaiCity Keyboard NULL Logitech 10000 0 18 Cancelled Cash 15/02/24 01/03/24 NULL 2 Corporate 3 2022
5051 2024/02/17 Global_Corp Keyboard-USB 3 850 110000 North Rohann India Dubai NULL Mouse NULL NULL 40000 15 18 Completed Cash 2024-01-13 2024-01-13 DHL 2 Retail 3 2020
5052 2024/02/17 AmarTraders MouseWireless 4 55000 NULL North Rina USA Maharashtra Bengaluru Accessories 24InchMonitor Lenovo 40000 10 12 Completed UPI 01/03/24 01/03/24 DHL 8 Wholesale 4 2022
5053 2024/02/17 Shree_Sales Mouse-Wireless 6 12000 24000 West Rohan NULL Maharashtra Nagpur Monitor USBKeyboard NULL 40000 0 5 Cancelled Credit 15/02/24 2024-01-13 FedEx 3 Retail 5 2020
5054 15/02/24 Global_Corp MouseWireless 1 850 2550 West Rohan NULL Maharashtra BerlinCity Accessories USBKeyboard NULL 500 0 12 Pending Cash 12/01/24 2024/02/17 BlueDart 3 Wholesale 1 2021
5055 01/03/24 Amar_Traders Laptop15 1 850 24000 North Rohann Germany Dubai DubaiCity Laptop WirelessMouse Lenovo 40000 0 12 Cancelled UPI 13-01-2024 2024/02/17 DHL 7 Corporate 5 2020
5056 15/02/24 GlobalCorp Monitor_24 2 850 55000 NULL Rohann UK Texas Bengaluru Keyboard USBKeyboard HP 500 5 12 Cancelled Card 2024-03-01 13-01-2024 NULL 10 Wholesale 1 2022
5057 01/03/24 NULL Mouse-Wireless 0 450 NULL East Rohan India Dubai DubaiCity Laptop USBKeyboard Logitech 30000 0 12 Pending Credit 2024-01-13 13-01-2024 Delhivery 8 Corporate 4 2019
5058 2024-01-13 GlobalCorp Keyboard-USB 5 55000 55000 South  Rohan India Maharashtra Nagpur Keyboard USBKeyboard Logitech 40000 10 5 Pending UPI 12/01/24 13-01-2024 Delhivery 7 Corporate 3 2020
5059 13-01-2024 Amar_Traders Monitor24 4 850 110000 West Rina NULL Berlin DubaiCity Accessories WirelessMouse Acer 10000 5 18 Completed UPI 12/01/24 2024/02/17 Delhivery 7 Retail 5 2020
5060 15/02/24 Shree_Sales MouseWireless 6 55000 24000 South Rohann USA Berlin BerlinCity Mouse WirelessMouse Logitech 10000 5 12 Completed Card 15/02/24 12/01/24 DHL 7 Wholesale 1 2021
5061 13-01-2024 StarInfoTech Monitor24 6 55000 NULL East Rohan USA Karnataka NULL Keyboard WirelessMouse HP NULL 10 5 Pending Credit 12/01/24 13-01-2024 FedEx 2 Corporate 3 2019
5062 12/01/24 GlobalCorp Keyboard-USB 4 55000 24000 East NULL NULL Berlin NULL Mouse USBKeyboard Acer 10000 10 12 Pending Cash 15/02/24 2024-03-01 Delhivery 5 Retail 1 2022
5063 2024-01-13 Shree_Sales MouseWireless 2 55000 24000 South Rina USA Maharashtra Nagpur Mouse 15InchLaptop Acer 30000 15 18 Completed Credit 15/02/24 2024-03-01 DHL 7 Wholesale 1 2021
5064 2024-03-01 NULL Laptop15 0 NULL 55000 NULL Rina UAE Dubai Bengaluru Accessories 15InchLaptop Acer NULL 15 5 Completed Card 13-01-2024 12/01/24 BlueDart 5 Retail 5 2019
5065 15/02/24 GlobalCorp Monitor_24 6 55000 110000 West NULL India Dubai Nagpur Accessories 24InchMonitor NULL 40000 10 5 Cancelled Card 2024/02/17 2024-01-13 FedEx 3 Wholesale 1 2022
5066 2024-03-01 Shree_Sales Laptop15 0 850 24000 NULL NULL NULL Dubai BerlinCity Mouse NULL Dell NULL 10 5 Pending Credit 01/03/24 2024-01-13 Delhivery 9 Wholesale 4 2022
5067 13-01-2024 Star_Infotech Laptop_15 2 NULL 55000 North NULL UAE Karnataka Houston Laptop 15InchLaptop Acer 500 0 5 Completed Cash 15/02/24 13-01-2024 NULL 3 Retail 4 2020
5068 01/03/24 GlobalCorp Monitor24 1 450 2550 West NULL Germany NULL BerlinCity Laptop USBKeyboard Acer 500 15 18 Pending UPI 2024-01-13 2024/02/17 NULL 5 Wholesale 2 2020
5069 15/02/24 NULL Monitor24 6 850 55000 West Rina USA Dubai Bengaluru Mouse WirelessMouse HP 500 10 5 Pending Credit 01/03/24 01/03/24 DHL 6 Corporate 3 2020
5070 2024-01-13 GlobalCorp Monitor-24 6 12000 2550 East NULL India Karnataka Houston Accessories NULL Logitech 500 0 12 Pending Credit 01/03/24 2024/02/17 DHL 8 Corporate 5 2021
5071 2024-01-13 StarInfoTech Laptop15 1 12000 24000 North Rohann Germany Karnataka DubaiCity Monitor USBKeyboard Acer 30000 0 5 Completed UPI 2024-01-13 2024-01-13 FedEx 5 Retail 2 2020
5072 13-01-2024 Global_Corp Keyboard-USB 2 12000 NULL North  Rohan UAE Karnataka DubaiCity Laptop 24InchMonitor Lenovo NULL 0 12 Cancelled Card 15/02/24 15/02/24 FedEx 9 Retail 5 2022
5073 12/01/24 GlobalCorp MouseWireless 3 450 2550 North Rohann NULL Berlin Houston Keyboard NULL Logitech 10000 5 5 Completed Credit 2024-03-01 12/01/24 Delhivery 7 Retail 5 2021
5074 15/02/24 Global_Corp Laptop15 6 55000 55000 NULL Rohann NULL Maharashtra BerlinCity Laptop WirelessMouse Acer 10000 10 5 Completed Card 2024-01-13 13-01-2024 BlueDart 2 Corporate 4 2022
5075 15/02/24 GlobalCorp Monitor-24 0 55000 24000 South NULL India Berlin Nagpur Laptop 15InchLaptop NULL 10000 15 12 Completed Credit 01/03/24 12/01/24 NULL 5 Retail 2 2022
5076 2024-01-13 StarInfoTech KeyboardUSB 4 850 110000 NULL Rina UK NULL DubaiCity Mouse WirelessMouse Acer 10000 15 12 Pending UPI 15/02/24 2024-01-13 DHL 4 Corporate 4 2022
5077 13-01-2024 NULL Laptop_15 6 850 55000 East Rohann Germany Dubai BerlinCity Keyboard 24InchMonitor Lenovo 500 5 18 Cancelled Card 01/03/24 2024-01-13 FedEx 6 Retail 4 2021
5078 2024-03-01 AmarTraders Laptop - 15 3 NULL 55000 North  Rohan USA Maharashtra Nagpur Laptop USBKeyboard Acer 30000 15 12 Pending Credit 01/03/24 12/01/24 BlueDart 2 Wholesale 4 2021
5079 15/02/24 Shree_Sales Mouse-Wireless 3 450 55000 East Rina UAE Dubai Bengaluru Laptop USBKeyboard Lenovo 10000 0 12 Completed Card 2024/02/17 01/03/24 DHL 6 Wholesale 4 2021
5080 2024-01-13 NULL Monitor24 6 12000 24000 East Rina India Berlin Nagpur Accessories NULL Logitech 40000 15 18 Pending Credit 2024-03-01 13-01-2024 DHL 9 Wholesale 3 2019
5081 12/01/24 Shree_Sales KeyboardUSB 5 55000 110000 NULL Rina UAE Maharashtra NULL Accessories 15InchLaptop NULL NULL 0 12 Pending Credit 2024-01-13 13-01-2024 FedEx 3 Corporate 4 2019
5082 2024-01-13 Global_Corp MouseWireless 2 850 110000 East Rohan India Texas Nagpur Monitor 24InchMonitor Logitech 30000 0 12 Completed UPI 2024/02/17 2024-03-01 BlueDart 5 Corporate 1 2022
5083 2024/02/17 Shree_Sales Monitor24 5 NULL NULL West Rohan Germany Karnataka BerlinCity Monitor WirelessMouse Acer 40000 15 5 Cancelled UPI 15/02/24 15/02/24 NULL 9 Corporate 5 2022
5084 01/03/24 Global_Corp Laptop-15 3 NULL 2550 South Rina NULL NULL Bengaluru Keyboard NULL NULL NULL 0 5 Pending UPI 2024-03-01 2024-01-13 BlueDart 3 Corporate 3 2020
5085 2024/02/17 Amar_Traders Monitor_24 0 12000 2550 NULL Rina Germany Berlin Bengaluru Laptop WirelessMouse HP 500 10 18 Completed Cash 2024-03-01 2024-03-01 FedEx 2 Retail 4 2020
5086 15/02/24 Amar_Traders Laptop-15 1 850 24000 North Rohan NULL Maharashtra Nagpur Mouse NULL Logitech NULL 15 18 Cancelled Credit 01/03/24 15/02/24 NULL 6 Wholesale 1 2022
5087 2024-03-01 Global_Corp Laptop15 4 12000 55000 NULL Rohann NULL Berlin NULL Keyboard USBKeyboard HP 10000 10 18 Pending Credit 2024-01-13 15/02/24 DHL 4 Corporate 3 2022
5088 2024-01-13 Shree_Sales Mouse-Wireless 2 450 110000 NULL NULL UAE Karnataka Nagpur Mouse 15InchLaptop Lenovo NULL 10 12 Cancelled Cash 13-01-2024 2024-03-01 FedEx 7 Corporate 3 2022
5089 2024/02/17 GlobalCorp Keyboard-USB 5 NULL 110000 East NULL India Texas DubaiCity Mouse 15InchLaptop HP 10000 0 12 Cancelled Cash 2024-03-01 15/02/24 BlueDart 9 Retail 1 2022
5090 13-01-2024 Global_Corp Monitor24 6 850 NULL East Rina Germany Dubai Bengaluru Monitor NULL Acer NULL 5 5 Cancelled Cash 12/01/24 12/01/24 FedEx 10 Retail 2 2022
5091 12/01/24 StarInfoTech Laptop - 15 3 450 24000 East  Rohan USA Karnataka DubaiCity Monitor NULL NULL 10000 15 5 Cancelled UPI 01/03/24 01/03/24 Delhivery 10 Wholesale 3 2019
5092 13-01-2024 AmarTraders Laptop - 15 1 12000 24000 NULL NULL UAE Texas Houston Keyboard USBKeyboard Lenovo 500 5 18 Pending UPI 13-01-2024 12/01/24 FedEx 2 Retail 5 2020
5093 12/01/24 Amar_Traders Laptop - 15 1 12000 110000 East  Rohan NULL Dubai DubaiCity Monitor 15InchLaptop Dell 500 15 12 Pending Card 12/01/24 15/02/24 BlueDart 2 Corporate 4 2022
5094 2024-01-13 Amar_Traders Mouse-Wireless 0 55000 55000 North Rohann USA Berlin Houston Mouse 24InchMonitor Lenovo NULL 15 18 Pending Cash 01/03/24 2024-01-13 Delhivery 2 Wholesale 4 2020
5095 2024/02/17 Star_Infotech Monitor_24 2 NULL 55000 South NULL Germany NULL NULL Laptop USBKeyboard Lenovo NULL 10 5 Completed UPI 2024-01-13 12/01/24 Delhivery 6 Corporate 5 2021
5096 12/01/24 Amar_Traders Laptop15 5 450 NULL North Rohan NULL Maharashtra BerlinCity Accessories USBKeyboard Dell 40000 0 5 Cancelled Cash 2024-03-01 2024-01-13 FedEx 5 Wholesale 4 2019
5097 12/01/24 Amar_Traders Monitor-24 3 12000 NULL North NULL UAE Karnataka Houston Keyboard USBKeyboard NULL 500 15 12 Completed UPI 01/03/24 2024/02/17 NULL 1 Corporate 4 2020
5098 01/03/24 AmarTraders Mouse-Wireless 3 55000 24000 South NULL UAE NULL DubaiCity Accessories 15InchLaptop Logitech 500 15 12 Completed UPI 13-01-2024 12/01/24 DHL 7 Corporate 3 2021
5099 15/02/24 Amar_Traders Monitor_24 5 12000 2550 West NULL NULL Maharashtra Houston Keyboard 15InchLaptop Logitech 500 5 12 Cancelled UPI 01/03/24 01/03/24 Delhivery 4 Corporate 5 2019
5100 2024-01-13 Amar_Traders Mouse-Wireless 3 NULL NULL East Rohann UAE Dubai NULL Mouse WirelessMouse Logitech 500 5 12 Completed Credit 2024/02/17 15/02/24 NULL 2 Wholesale 1 2020
5101 01/03/24 ShreeSales Laptop_15 4 450 NULL South NULL NULL Texas NULL Laptop 15InchLaptop Dell 10000 0 12 Pending Credit 2024/02/17 2024-01-13 Delhivery 9 Retail 4 2021
5102 2024-01-13 StarInfoTech Monitor-24 3 450 110000 South Rohann India Dubai Nagpur Monitor WirelessMouse Logitech 30000 10 12 Pending Credit 13-01-2024 2024-03-01 NULL 5 Retail 2 2022
5103 01/03/24 AmarTraders KeyboardUSB 2 12000 110000 East Rohann UAE Dubai Houston Laptop 24InchMonitor Dell 500 0 18 Cancelled Cash 15/02/24 15/02/24 DHL 6 Wholesale 4 2021
5104 12/01/24 Global_Corp Laptop15 1 NULL 2550 East Rohann India Dubai DubaiCity Accessories 24InchMonitor Acer 10000 0 18 Pending Card 2024-01-13 2024/02/17 DHL 5 Wholesale 4 2019
5105 2024/02/17 ShreeSales Laptop15 4 12000 24000 West  Rohan USA Dubai BerlinCity Mouse 24InchMonitor Acer 40000 0 12 Completed Card 01/03/24 2024/02/17 BlueDart 8 Corporate 3 2019
5106 2024-01-13 GlobalCorp MouseWireless 1 450 55000 West Rohan USA NULL Nagpur Keyboard NULL Acer 30000 5 5 Completed Card 01/03/24 2024-01-13 BlueDart 2 Wholesale 2 2021
5107 2024/02/17 ShreeSales Monitor24 5 55000 2550 East Rohann Germany Karnataka BerlinCity Mouse 15InchLaptop Dell 30000 0 12 Completed Credit 15/02/24 2024-01-13 BlueDart 3 Corporate 2 2020
5108 01/03/24 StarInfoTech Monitor-24 1 55000 NULL North Rohann UAE Maharashtra BerlinCity Keyboard USBKeyboard Dell 500 5 12 Pending Cash 2024/02/17 2024-01-13 NULL 7 Wholesale 2 2020
5109 15/02/24 Star_Infotech Monitor-24 3 12000 110000 East Rohan India Maharashtra BerlinCity Keyboard 15InchLaptop Logitech 500 10 18 Completed Credit 13-01-2024 15/02/24 DHL 5 Wholesale 4 2020
5110 12/01/24 Shree_Sales Keyboard-USB 2 NULL 55000 East NULL USA Dubai DubaiCity Accessories 24InchMonitor NULL 30000 15 18 Pending Cash 12/01/24 2024-01-13 BlueDart 4 Corporate 3 2019
5111 12/01/24 Shree_Sales MouseWireless 2 12000 55000 West Rohan Germany Maharashtra BerlinCity Accessories NULL Logitech 40000 5 18 Cancelled UPI 01/03/24 2024/02/17 Delhivery 1 Wholesale 3 2019
5112 01/03/24 Star_Infotech Laptop-15 2 55000 NULL East Rina USA Maharashtra Nagpur Laptop 15InchLaptop NULL NULL 5 18 Cancelled Cash 01/03/24 2024/02/17 NULL 9 Wholesale 4 2020
5113 13-01-2024 AmarTraders Laptop15 4 450 NULL East Rina India Karnataka Bengaluru Keyboard 15InchLaptop Logitech NULL 5 18 Completed Credit 2024-01-13 01/03/24 BlueDart 7 Retail 2 2020
5114 2024/02/17 StarInfoTech Laptop15 4 12000 2550 East NULL Germany Maharashtra BerlinCity Laptop USBKeyboard Lenovo 500 10 18 Cancelled Credit 12/01/24 2024-03-01 Delhivery 3 Retail 3 2021
5115 2024-01-13 NULL MouseWireless 5 NULL 110000 East Rohann UAE Berlin DubaiCity Monitor USBKeyboard Lenovo 40000 10 5 Completed Cash 01/03/24 01/03/24 Delhivery 5 Retail 5 2020
5116 12/01/24 Amar_Traders Keyboard-USB 0 12000 NULL East Rohan India Karnataka Nagpur Laptop NULL Logitech 10000 15 5 Cancelled UPI 13-01-2024 2024-01-13 Delhivery 4 Retail 3 2019
5117 15/02/24 ShreeSales KeyboardUSB 6 12000 55000 West Rohan NULL Texas Nagpur Mouse WirelessMouse Dell 40000 0 12 Cancelled Cash 2024-01-13 2024-03-01 NULL 8 Retail 2 2020
5118 13-01-2024 ShreeSales Laptop_15 3 850 NULL West NULL UAE Maharashtra Nagpur Mouse NULL HP 30000 15 12 Cancelled Card 2024-01-13 2024/02/17 BlueDart 8 Corporate 4 2022
5119 2024/02/17 Amar_Traders Laptop_15 5 850 2550 East NULL NULL NULL DubaiCity Keyboard WirelessMouse Lenovo 10000 15 5 Completed UPI 15/02/24 01/03/24 NULL 3 Corporate 4 2021
5120 15/02/24 Star_Infotech Laptop_15 5 450 NULL East Rohan NULL NULL BerlinCity Mouse NULL Dell 10000 15 5 Cancelled Card 2024-01-13 2024-01-13 NULL 7 Wholesale 3 2022
5121 01/03/24 GlobalCorp Monitor24 4 12000 24000 East NULL India Texas NULL Monitor USBKeyboard NULL 10000 10 12 Pending Cash 12/01/24 2024-01-13 BlueDart 8 Wholesale 4 2022
5122 15/02/24 NULL Laptop - 15 0 450 2550 North Rohann NULL Maharashtra DubaiCity Laptop 24InchMonitor Lenovo NULL 0 12 Pending UPI 13-01-2024 12/01/24 Delhivery 9 Retail 2 2021
5123 01/03/24 ShreeSales Mouse-Wireless 1 NULL NULL South Rohan USA Berlin Bengaluru Mouse WirelessMouse Acer 40000 5 5 Completed Credit 2024/02/17 13-01-2024 BlueDart 4 Wholesale 1 2020
5124 01/03/24 GlobalCorp Laptop-15 4 12000 110000 West NULL UK Texas Nagpur Keyboard 24InchMonitor NULL 40000 5 18 Completed Card 2024/02/17 01/03/24 BlueDart 5 Wholesale 4 2020
5125 15/02/24 Shree_Sales Monitor_24 3 NULL 55000 West NULL UK NULL NULL Mouse NULL Logitech 10000 15 5 Completed Cash 13-01-2024 15/02/24 BlueDart 3 Retail 2 2021
5126 15/02/24 NULL MouseWireless 2 55000 55000 East Rohann UAE Maharashtra BerlinCity Accessories NULL NULL 10000 15 18 Completed Card 2024-01-13 13-01-2024 FedEx 9 Retail 1 2019
5127 15/02/24 NULL Laptop - 15 4 12000 110000 North Rohann NULL Texas DubaiCity Keyboard 24InchMonitor Logitech 40000 0 5 Cancelled Cash 2024-03-01 15/02/24 BlueDart 9 Corporate 3 2019
