OrderID,OrderDate,CustomerName,Product,Quantity,UnitPrice,TotalAmount,Region,Salesperson,Country,State,City,Category,SubCategory,Brand,CostPrice,Discount,Tax,OrderStatus,PaymentMode,ShipmentDate,DeliveryDate,ShippingPartner,DeliveryDays,CustomerType,CustomerRating,CustomerSince
5017,17-02-2024,Star Infotech,Mouse Wireless,3.5,850.0,2550.0,East,NA,UAE,Berlin,Houston,Accessories,WirelessMouse,Logitech,500.0,0,12,Completed,Cash,17-02-2024,01-12-2024,BlueDart,7,Retail,3,2019
5018,01-03-2024,Shree Sales,Laptop 15,4.0,12000.0,NA,West,Rina,NA,Maharashtra,Bengaluru,Keyboard,USBKeyboard,HP,10000.0,0,18,Cancelled,Cash,13-01-2024,15-02-2024,BlueDart,7,Retail,5,2019
5019,01-03-2024,Star Infotech,Keyboard Usb,3.0,55000.0,NA,East,Rohann,Germany,Karnataka,Nagpur,Mouse,WirelessMouse,Dell,500.0,5,5,Cancelled,UPI,03-01-2024,15-02-2024,FedEx,2,Retail,2,2019
5020,13-01-2024,Star Infotech,Monitor 24,6.0,450.0,NA,East,Rohan,Germany,Berlin,Nagpur,Accessories,15InchLaptop,Logitech,NA,10,18,Pending,Credit,17-02-2024,15-02-2024,BlueDart,9,Wholesale,2,2020
5021,12-01-2024,Star Infotech,Monitor 24,1.0,850.0,24000.0,North,Rina,USA,Maharashtra,BerlinCity,Mouse,15InchLaptop,HP,40000.0,10,12,Completed,Credit,13-01-2024,01-12-2024,Delhivery,5,Wholesale,5,2021
5022,15-02-2024,Star Infotech,Monitor 24,1.0,12000.0,55000.0,West,Rohan,India,Karnataka,Nagpur,Keyboard,USBKeyboard,Acer,30000.0,5,12,Pending,Cash,03-01-2024,01-03-2024,NA,3,Retail,4,2021
5023,13-01-2024,Star Infotech,Laptop 15,1.0,850.0,24000.0,West,Rohan,NA,Dubai,Houston,Accessories,24InchMonitor,Dell,500.0,0,5,Completed,Card,03-01-2024,13-01-2024,BlueDart,6,Corporate,5,2019
5024,13-01-2024,Amar Traders,Monitor 24,2.0,12000.0,110000.0,NA,NA,UAE,NA,Houston,Mouse,24InchMonitor,Logitech,NA,15,12,Completed,Cash,15-02-2024,13-01-2024,DHL,9,Corporate,1,2019
5025,13-01-2024,Na,Mouse Wireless,1.0,850.0,2550.0,West,Rohan,UK,Berlin,BerlinCity,Accessories,WirelessMouse,Acer,NA,5,18,Pending,Card,03-01-2024,01-03-2024,BlueDart,6,Corporate,3,2019
5026,13-01-2024,Shree Sales,Monitor 24,4.0,55000.0,55000.0,North,Rohan,NA,Maharashtra,BerlinCity,Mouse,NA,Logitech,500.0,5,12,Completed,UPI,13-01-2024,01-03-2024,Delhivery,5,Retail,1,2022
5027,12-01-2024,Shree Sales,Monitor 24,5.0,850.0,NA,South,Rohan,USA,Berlin,Nagpur,Keyboard,15InchLaptop,Dell,30000.0,10,18,Pending,Credit,01-12-2024,01-12-2024,FedEx,5,Corporate,1,2021
5028,17-02-2024,Global Corp,Mouse Wireless,3.5,850.0,2550.0,NA,Rohan,Germany,Dubai,DubaiCity,Mouse,NA,HP,30000.0,10,18,Pending,Card,03-01-2024,01-12-2024,BlueDart,9,Retail,3,2019
5029,01-03-2024,Amar Traders,Monitor 24,3.5,55000.0,55000.0,North,Rohan,Germany,Texas,NA,Laptop,24InchMonitor,Lenovo,30000.0,0,18,Cancelled,Card,13-01-2024,13-01-2024,FedEx,8,Retail,4,2019
5030,13-01-2024,Shree Sales,Keyboard Usb,2.0,850.0,55000.0,East,Rohan,India,Texas,NA,Keyboard,24InchMonitor,NA,40000.0,10,18,Completed,UPI,03-01-2024,03-01-2024,Delhivery,3,Wholesale,2,2021
5031,01-03-2024,Amar Traders,Keyboard Usb,4.0,450.0,2550.0,NA,Rohann,NA,Karnataka,BerlinCity,Accessories,USBKeyboard,Logitech,NA,10,18,Cancelled,UPI,15-02-2024,01-12-2024,NA,4,Corporate,2,2022
5032,13-01-2024,Amar Traders,Laptop 15,1.0,850.0,24000.0,East,Rohan,USA,Maharashtra,Bengaluru,Mouse,WirelessMouse,Dell,40000.0,5,5,Pending,Cash,13-01-2024,13-01-2024,BlueDart,10,Wholesale,2,2021
5033,13-01-2024,Amar Traders,Laptop 15,2.0,12000.0,24000.0,South,Rina,UK,Berlin,DubaiCity,Mouse,WirelessMouse,Logitech,NA,0,18,Cancelled,UPI,15-02-2024,17-02-2024,FedEx,9,Wholesale,3,2019
5034,01-03-2024,Shree Sales,Monitor 24,3.5,12000.0,110000.0,East,NA,UK,Dubai,BerlinCity,Keyboard,15InchLaptop,Dell,NA,0,12,Cancelled,Credit,17-02-2024,13-01-2024,NA,7,Retail,1,2019
5035,15-02-2024,Global Corp,Monitor 24,3.0,12000.0,110000.0,West,Rohan,UK,Maharashtra,NA,Laptop,NA,Lenovo,40000.0,0,5,Cancelled,Credit,17-02-2024,15-02-2024,FedEx,8,Retail,2,2019
5036,13-01-2024,Amar Traders,Keyboard Usb,6.0,450.0,2550.0,South,Rina,USA,Maharashtra,NA,Monitor,NA,Dell,10000.0,10,18,Pending,UPI,01-12-2024,01-03-2024,Delhivery,7,Wholesale,5,2020
5037,17-02-2024,Global Corp,Laptop 15,6.0,850.0,2550.0,West,Rohann,UK,Maharashtra,DubaiCity,Accessories,NA,Lenovo,500.0,15,18,Completed,Cash,01-12-2024,17-02-2024,DHL,10,Retail,1,2020
5038,17-02-2024,Global Corp,Monitor 24,3.5,55000.0,2550.0,South,Rohan,Germany,Berlin,BerlinCity,Mouse,USBKeyboard,Acer,NA,0,12,Cancelled,Cash,03-01-2024,13-01-2024,BlueDart,4,Retail,5,2020
5039,13-01-2024,Shree Sales,Keyboard Usb,1.0,450.0,55000.0,East,Rohan,Germany,Dubai,BerlinCity,Monitor,15InchLaptop,Acer,30000.0,0,18,Pending,Credit,01-12-2024,15-02-2024,NA,4,Wholesale,1,2019
5040,15-02-2024,Star Infotech,Laptop 15,6.0,450.0,NA,North,Rohan,UAE,Maharashtra,Nagpur,Keyboard,WirelessMouse,Acer,30000.0,5,12,Pending,Credit,15-02-2024,03-01-2024,Delhivery,3,Retail,5,2022
5041,12-01-2024,Amar Traders,Keyboard Usb,6.0,12000.0,2550.0,East,Rohan,Germany,Maharashtra,NA,Monitor,24InchMonitor,HP,NA,15,12,Cancelled,Credit,01-12-2024,01-12-2024,Delhivery,6,Corporate,4,2019
5042,15-02-2024,Amar Traders,Keyboard Usb,2.0,12000.0,24000.0,West,NA,India,Berlin,Bengaluru,Mouse,15InchLaptop,Acer,40000.0,10,12,Cancelled,Card,01-12-2024,15-02-2024,BlueDart,4,Wholesale,2,2020
5043,01-03-2024,Amar Traders,Monitor 24,6.0,850.0,55000.0,North,Rina,UAE,Texas,Nagpur,Keyboard,24InchMonitor,Lenovo,NA,10,5,Pending,Credit,13-01-2024,01-12-2024,BlueDart,1,Corporate,3,2021
5044,01-03-2024,Global Corp,Mouse Wireless,2.0,12000.0,55000.0,North,Rohan,NA,Berlin,NA,Accessories,24InchMonitor,Logitech,30000.0,10,5,Pending,Credit,13-01-2024,01-12-2024,DHL,10,Retail,3,2020
5045,13-01-2024,Star Infotech,Monitor 24,3.5,450.0,24000.0,West,NA,Germany,Dubai,Nagpur,Mouse,NA,Lenovo,NA,10,5,Pending,Credit,17-02-2024,03-01-2024,BlueDart,1,Retail,2,2019
5046,15-02-2024,Shree Sales,Laptop 15,4.0,12000.0,24000.0,West,Rina,NA,NA,BerlinCity,Monitor,15InchLaptop,Dell,500.0,5,5,Completed,Cash,15-02-2024,15-02-2024,NA,10,Retail,4,2020
5047,01-03-2024,Star Infotech,Laptop 15,2.0,55000.0,24000.0,East,Rohann,USA,Texas,Bengaluru,Monitor,24InchMonitor,Acer,10000.0,5,12,Completed,Cash,13-01-2024,01-03-2024,BlueDart,10,Retail,2,2019
5048,15-02-2024,Na,Mouse Wireless,5.0,850.0,24000.0,West,Rohann,Germany,Maharashtra,Nagpur,Laptop,15InchLaptop,HP,30000.0,10,12,Completed,Cash,01-12-2024,17-02-2024,Delhivery,4,Wholesale,1,2021
5049,13-01-2024,Shree Sales,Laptop 15,5.0,55000.0,NA,East,NA,UK,Maharashtra,NA,Mouse,24InchMonitor,Logitech,500.0,5,18,Pending,UPI,13-01-2024,01-03-2024,Delhivery,3,Retail,1,2020
5050,01-03-2024,Star Infotech,Monitor 24,1.0,450.0,NA,NA,NA,NA,NA,DubaiCity,Keyboard,NA,Logitech,10000.0,0,18,Cancelled,Cash,15-02-2024,03-01-2024,NA,2,Corporate,3,2022
5051,17-02-2024,Global Corp,Keyboard Usb,3.0,850.0,110000.0,North,Rohann,India,Dubai,NA,Mouse,NA,NA,40000.0,15,18,Completed,Cash,13-01-2024,13-01-2024,DHL,2,Retail,3,2020
5052,17-02-2024,Amar Traders,Mouse Wireless,4.0,55000.0,NA,North,Rina,USA,Maharashtra,Bengaluru,Accessories,24InchMonitor,Lenovo,40000.0,10,12,Completed,UPI,03-01-2024,03-01-2024,DHL,8,Wholesale,4,2022
5053,17-02-2024,Shree Sales,Mouse Wireless,6.0,12000.0,24000.0,West,Rohan,NA,Maharashtra,Nagpur,Monitor,USBKeyboard,NA,40000.0,0,5,Cancelled,Credit,15-02-2024,13-01-2024,FedEx,3,Retail,5,2020
5054,15-02-2024,Global Corp,Mouse Wireless,1.0,850.0,2550.0,West,Rohan,NA,Maharashtra,BerlinCity,Accessories,USBKeyboard,NA,500.0,0,12,Pending,Cash,01-12-2024,17-02-2024,BlueDart,3,Wholesale,1,2021
5055,01-03-2024,Amar Traders,Laptop 15,1.0,850.0,24000.0,North,Rohann,Germany,Dubai,DubaiCity,Laptop,WirelessMouse,Lenovo,40000.0,0,12,Cancelled,UPI,13-01-2024,17-02-2024,DHL,7,Corporate,5,2020
5056,15-02-2024,Global Corp,Monitor 24,2.0,850.0,55000.0,NA,Rohann,UK,Texas,Bengaluru,Keyboard,USBKeyboard,HP,500.0,5,12,Cancelled,Card,03-01-2024,13-01-2024,NA,10,Wholesale,1,2022
5057,01-03-2024,Na,Mouse Wireless,3.5,450.0,NA,East,Rohan,India,Dubai,DubaiCity,Laptop,USBKeyboard,Logitech,30000.0,0,12,Pending,Credit,13-01-2024,13-01-2024,Delhivery,8,Corporate,4,2019
5058,13-01-2024,Global Corp,Keyboard Usb,5.0,55000.0,55000.0,South,Rohan,India,Maharashtra,Nagpur,Keyboard,USBKeyboard,Logitech,40000.0,10,5,Pending,UPI,01-12-2024,13-01-2024,Delhivery,7,Corporate,3,2020
5059,13-01-2024,Amar Traders,Monitor 24,4.0,850.0,110000.0,West,Rina,NA,Berlin,DubaiCity,Accessories,WirelessMouse,Acer,10000.0,5,18,Completed,UPI,01-12-2024,17-02-2024,Delhivery,7,Retail,5,2020
5060,15-02-2024,Shree Sales,Mouse Wireless,6.0,55000.0,24000.0,South,Rohann,USA,Berlin,BerlinCity,Mouse,WirelessMouse,Logitech,10000.0,5,12,Completed,Card,15-02-2024,01-12-2024,DHL,7,Wholesale,1,2021
5061,13-01-2024,Star Infotech,Monitor 24,6.0,55000.0,NA,East,Rohan,USA,Karnataka,NA,Keyboard,WirelessMouse,HP,NA,10,5,Pending,Credit,01-12-2024,13-01-2024,FedEx,2,Corporate,3,2019
5062,12-01-2024,Global Corp,Keyboard Usb,4.0,55000.0,24000.0,East,NA,NA,Berlin,NA,Mouse,USBKeyboard,Acer,10000.0,10,12,Pending,Cash,15-02-2024,01-03-2024,Delhivery,5,Retail,1,2022
5063,13-01-2024,Shree Sales,Mouse Wireless,2.0,55000.0,24000.0,South,Rina,USA,Maharashtra,Nagpur,Mouse,15InchLaptop,Acer,30000.0,15,18,Completed,Credit,15-02-2024,01-03-2024,DHL,7,Wholesale,1,2021
5064,01-03-2024,Na,Laptop 15,3.5,850.0,55000.0,NA,Rina,UAE,Dubai,Bengaluru,Accessories,15InchLaptop,Acer,NA,15,5,Completed,Card,13-01-2024,01-12-2024,BlueDart,5,Retail,5,2019
5065,15-02-2024,Global Corp,Monitor 24,6.0,55000.0,110000.0,West,NA,India,Dubai,Nagpur,Accessories,24InchMonitor,NA,40000.0,10,5,Cancelled,Card,17-02-2024,13-01-2024,FedEx,3,Wholesale,1,2022
5066,01-03-2024,Shree Sales,Laptop 15,3.5,850.0,24000.0,NA,NA,NA,Dubai,BerlinCity,Mouse,NA,Dell,NA,10,5,Pending,Credit,03-01-2024,13-01-2024,Delhivery,9,Wholesale,4,2022
5067,13-01-2024,Star Infotech,Laptop 15,2.0,850.0,55000.0,North,NA,UAE,Karnataka,Houston,Laptop,15InchLaptop,Acer,500.0,0,5,Completed,Cash,15-02-2024,13-01-2024,NA,3,Retail,4,2020
5068,01-03-2024,Global Corp,Monitor 24,1.0,450.0,2550.0,West,NA,Germany,NA,BerlinCity,Laptop,USBKeyboard,Acer,500.0,15,18,Pending,UPI,13-01-2024,17-02-2024,NA,5,Wholesale,2,2020
5069,15-02-2024,Na,Monitor 24,6.0,850.0,55000.0,West,Rina,USA,Dubai,Bengaluru,Mouse,WirelessMouse,HP,500.0,10,5,Pending,Credit,03-01-2024,03-01-2024,DHL,6,Corporate,3,2020
5070,13-01-2024,Global Corp,Monitor 24,6.0,12000.0,2550.0,East,NA,India,Karnataka,Houston,Accessories,NA,Logitech,500.0,0,12,Pending,Credit,03-01-2024,17-02-2024,DHL,8,Corporate,5,2021
5071,13-01-2024,Star Infotech,Laptop 15,1.0,12000.0,24000.0,North,Rohann,Germany,Karnataka,DubaiCity,Monitor,USBKeyboard,Acer,30000.0,0,5,Completed,UPI,13-01-2024,13-01-2024,FedEx,5,Retail,2,2020
5072,13-01-2024,Global Corp,Keyboard Usb,2.0,12000.0,NA,North,Rohan,UAE,Karnataka,DubaiCity,Laptop,24InchMonitor,Lenovo,NA,0,12,Cancelled,Card,15-02-2024,15-02-2024,FedEx,9,Retail,5,2022
5073,12-01-2024,Global Corp,Mouse Wireless,3.0,450.0,2550.0,North,Rohann,NA,Berlin,Houston,Keyboard,NA,Logitech,10000.0,5,5,Completed,Credit,03-01-2024,01-12-2024,Delhivery,7,Retail,5,2021
5074,15-02-2024,Global Corp,Laptop 15,6.0,55000.0,55000.0,NA,Rohann,NA,Maharashtra,BerlinCity,Laptop,WirelessMouse,Acer,10000.0,10,5,Completed,Card,13-01-2024,13-01-2024,BlueDart,2,Corporate,4,2022
5075,15-02-2024,Global Corp,Monitor 24,3.5,55000.0,24000.0,South,NA,India,Berlin,Nagpur,Laptop,15InchLaptop,NA,10000.0,15,12,Completed,Credit,03-01-2024,01-12-2024,NA,5,Retail,2,2022
5076,13-01-2024,Star Infotech,Keyboard Usb,4.0,850.0,110000.0,NA,Rina,UK,NA,DubaiCity,Mouse,WirelessMouse,Acer,10000.0,15,12,Pending,UPI,15-02-2024,13-01-2024,DHL,4,Corporate,4,2022
5077,13-01-2024,Na,Laptop 15,6.0,850.0,55000.0,East,Rohann,Germany,Dubai,BerlinCity,Keyboard,24InchMonitor,Lenovo,500.0,5,18,Cancelled,Card,03-01-2024,13-01-2024,FedEx,6,Retail,4,2021
5078,01-03-2024,Amar Traders,Laptop 15,3.0,850.0,55000.0,North,Rohan,USA,Maharashtra,Nagpur,Laptop,USBKeyboard,Acer,30000.0,15,12,Pending,Credit,03-01-2024,01-12-2024,BlueDart,2,Wholesale,4,2021
5079,15-02-2024,Shree Sales,Mouse Wireless,3.0,450.0,55000.0,East,Rina,UAE,Dubai,Bengaluru,Laptop,USBKeyboard,Lenovo,10000.0,0,12,Completed,Card,17-02-2024,03-01-2024,DHL,6,Wholesale,4,2021
5080,13-01-2024,Na,Monitor 24,6.0,12000.0,24000.0,East,Rina,India,Berlin,Nagpur,Accessories,NA,Logitech,40000.0,15,18,Pending,Credit,03-01-2024,13-01-2024,DHL,9,Wholesale,3,2019
5081,12-01-2024,Shree Sales,Keyboard Usb,5.0,55000.0,110000.0,NA,Rina,UAE,Maharashtra,NA,Accessories,15InchLaptop,NA,NA,0,12,Pending,Credit,13-01-2024,13-01-2024,FedEx,3,Corporate,4,2019
5082,13-01-2024,Global Corp,Mouse Wireless,2.0,850.0,110000.0,East,Rohan,India,Texas,Nagpur,Monitor,24InchMonitor,Logitech,30000.0,0,12,Completed,UPI,17-02-2024,01-03-2024,BlueDart,5,Corporate,1,2022
5083,17-02-2024,Shree Sales,Monitor 24,5.0,850.0,NA,West,Rohan,Germany,Karnataka,BerlinCity,Monitor,WirelessMouse,Acer,40000.0,15,5,Cancelled,UPI,15-02-2024,15-02-2024,NA,9,Corporate,5,2022
5084,01-03-2024,Global Corp,Laptop 15,3.0,850.0,2550.0,South,Rina,NA,NA,Bengaluru,Keyboard,NA,NA,NA,0,5,Pending,UPI,03-01-2024,13-01-2024,BlueDart,3,Corporate,3,2020
5085,17-02-2024,Amar Traders,Monitor 24,3.5,12000.0,2550.0,NA,Rina,Germany,Berlin,Bengaluru,Laptop,WirelessMouse,HP,500.0,10,18,Completed,Cash,03-01-2024,01-03-2024,FedEx,2,Retail,4,2020
5086,15-02-2024,Amar Traders,Laptop 15,1.0,850.0,24000.0,North,Rohan,NA,Maharashtra,Nagpur,Mouse,NA,Logitech,NA,15,18,Cancelled,Credit,03-01-2024,15-02-2024,NA,6,Wholesale,1,2022
5087,01-03-2024,Global Corp,Laptop 15,4.0,12000.0,55000.0,NA,Rohann,NA,Berlin,NA,Keyboard,USBKeyboard,HP,10000.0,10,18,Pending,Credit,13-01-2024,15-02-2024,DHL,4,Corporate,3,2022
5088,13-01-2024,Shree Sales,Mouse Wireless,2.0,450.0,110000.0,NA,NA,UAE,Karnataka,Nagpur,Mouse,15InchLaptop,Lenovo,NA,10,12,Cancelled,Cash,13-01-2024,01-03-2024,FedEx,7,Corporate,3,2022
5089,17-02-2024,Global Corp,Keyboard Usb,5.0,850.0,110000.0,East,NA,India,Texas,DubaiCity,Mouse,15InchLaptop,HP,10000.0,0,12,Cancelled,Cash,03-01-2024,15-02-2024,BlueDart,9,Retail,1,2022
5090,13-01-2024,Global Corp,Monitor 24,6.0,850.0,NA,East,Rina,Germany,Dubai,Bengaluru,Monitor,NA,Acer,NA,5,5,Cancelled,Cash,01-12-2024,01-12-2024,FedEx,10,Retail,2,2022
5091,12-01-2024,Star Infotech,Laptop 15,3.0,450.0,24000.0,East,Rohan,USA,Karnataka,DubaiCity,Monitor,NA,NA,10000.0,15,5,Cancelled,UPI,03-01-2024,03-01-2024,Delhivery,10,Wholesale,3,2019
5092,13-01-2024,Amar Traders,Laptop 15,1.0,12000.0,24000.0,NA,NA,UAE,Texas,Houston,Keyboard,USBKeyboard,Lenovo,500.0,5,18,Pending,UPI,13-01-2024,01-12-2024,FedEx,2,Retail,5,2020
5093,12-01-2024,Amar Traders,Laptop 15,1.0,12000.0,110000.0,East,Rohan,NA,Dubai,DubaiCity,Monitor,15InchLaptop,Dell,500.0,15,12,Pending,Card,01-12-2024,15-02-2024,BlueDart,2,Corporate,4,2022
5094,13-01-2024,Amar Traders,Mouse Wireless,3.5,55000.0,55000.0,North,Rohann,USA,Berlin,Houston,Mouse,24InchMonitor,Lenovo,NA,15,18,Pending,Cash,03-01-2024,13-01-2024,Delhivery,2,Wholesale,4,2020
5095,17-02-2024,Star Infotech,Monitor 24,2.0,850.0,55000.0,South,NA,Germany,NA,NA,Laptop,USBKeyboard,Lenovo,NA,10,5,Completed,UPI,13-01-2024,01-12-2024,Delhivery,6,Corporate,5,2021
5096,12-01-2024,Amar Traders,Laptop 15,5.0,450.0,NA,North,Rohan,NA,Maharashtra,BerlinCity,Accessories,USBKeyboard,Dell,40000.0,0,5,Cancelled,Cash,03-01-2024,13-01-2024,FedEx,5,Wholesale,4,2019
5097,12-01-2024,Amar Traders,Monitor 24,3.0,12000.0,NA,North,NA,UAE,Karnataka,Houston,Keyboard,USBKeyboard,NA,500.0,15,12,Completed,UPI,03-01-2024,17-02-2024,NA,1,Corporate,4,2020
5098,01-03-2024,Amar Traders,Mouse Wireless,3.0,55000.0,24000.0,South,NA,UAE,NA,DubaiCity,Accessories,15InchLaptop,Logitech,500.0,15,12,Completed,UPI,13-01-2024,01-12-2024,DHL,7,Corporate,3,2021
5099,15-02-2024,Amar Traders,Monitor 24,5.0,12000.0,2550.0,West,NA,NA,Maharashtra,Houston,Keyboard,15InchLaptop,Logitech,500.0,5,12,Cancelled,UPI,03-01-2024,03-01-2024,Delhivery,4,Corporate,5,2019
5100,13-01-2024,Amar Traders,Mouse Wireless,3.0,850.0,NA,East,Rohann,UAE,Dubai,NA,Mouse,WirelessMouse,Logitech,500.0,5,12,Completed,Credit,17-02-2024,15-02-2024,NA,2,Wholesale,1,2020
5101,01-03-2024,Shree Sales,Laptop 15,4.0,450.0,NA,South,NA,NA,Texas,NA,Laptop,15InchLaptop,Dell,10000.0,0,12,Pending,Credit,17-02-2024,13-01-2024,Delhivery,9,Retail,4,2021
5102,13-01-2024,Star Infotech,Monitor 24,3.0,450.0,110000.0,South,Rohann,India,Dubai,Nagpur,Monitor,WirelessMouse,Logitech,30000.0,10,12,Pending,Credit,13-01-2024,01-03-2024,NA,5,Retail,2,2022
5103,01-03-2024,Amar Traders,Keyboard Usb,2.0,12000.0,110000.0,East,Rohann,UAE,Dubai,Houston,Laptop,24InchMonitor,Dell,500.0,0,18,Cancelled,Cash,15-02-2024,15-02-2024,DHL,6,Wholesale,4,2021
5104,12-01-2024,Global Corp,Laptop 15,1.0,850.0,2550.0,East,Rohann,India,Dubai,DubaiCity,Accessories,24InchMonitor,Acer,10000.0,0,18,Pending,Card,13-01-2024,17-02-2024,DHL,5,Wholesale,4,2019
5105,17-02-2024,Shree Sales,Laptop 15,4.0,12000.0,24000.0,West,Rohan,USA,Dubai,BerlinCity,Mouse,24InchMonitor,Acer,40000.0,0,12,Completed,Card,03-01-2024,17-02-2024,BlueDart,8,Corporate,3,2019
5106,13-01-2024,Global Corp,Mouse Wireless,1.0,450.0,55000.0,West,Rohan,USA,NA,Nagpur,Keyboard,NA,Acer,30000.0,5,5,Completed,Card,03-01-2024,13-01-2024,BlueDart,2,Wholesale,2,2021
5107,17-02-2024,Shree Sales,Monitor 24,5.0,55000.0,2550.0,East,Rohann,Germany,Karnataka,BerlinCity,Mouse,15InchLaptop,Dell,30000.0,0,12,Completed,Credit,15-02-2024,13-01-2024,BlueDart,3,Corporate,2,2020
5108,01-03-2024,Star Infotech,Monitor 24,1.0,55000.0,NA,North,Rohann,UAE,Maharashtra,BerlinCity,Keyboard,USBKeyboard,Dell,500.0,5,12,Pending,Cash,17-02-2024,13-01-2024,NA,7,Wholesale,2,2020
5109,15-02-2024,Star Infotech,Monitor 24,3.0,12000.0,110000.0,East,Rohan,India,Maharashtra,BerlinCity,Keyboard,15InchLaptop,Logitech,500.0,10,18,Completed,Credit,13-01-2024,15-02-2024,DHL,5,Wholesale,4,2020
5110,12-01-2024,Shree Sales,Keyboard Usb,2.0,850.0,55000.0,East,NA,USA,Dubai,DubaiCity,Accessories,24InchMonitor,NA,30000.0,15,18,Pending,Cash,01-12-2024,13-01-2024,BlueDart,4,Corporate,3,2019
5111,12-01-2024,Shree Sales,Mouse Wireless,2.0,12000.0,55000.0,West,Rohan,Germany,Maharashtra,BerlinCity,Accessories,NA,Logitech,40000.0,5,18,Cancelled,UPI,03-01-2024,17-02-2024,Delhivery,1,Wholesale,3,2019
5112,01-03-2024,Star Infotech,Laptop 15,2.0,55000.0,NA,East,Rina,USA,Maharashtra,Nagpur,Laptop,15InchLaptop,NA,NA,5,18,Cancelled,Cash,03-01-2024,17-02-2024,NA,9,Wholesale,4,2020
